strategy_name,strategy_type,symbol,horizon,horizon_days,total_return,sharpe_ratio,max_drawdown,win_rate,total_trades,profit_factor,final_capital,buyhold_return,outperformance,beat_buyhold
Supertrend_ATR,single_pair,BTC/USDT,90d,90,-0.16232741225263417,-3.570740425072415,0.19148502368256726,0.2413793103448276,29,0.3988005727099663,8376.725877473658,-0.06572224413093859,-0.09660516812169558,False
Supertrend_ATR,single_pair,BTC/USDT,180d,180,-0.0028448630822975247,0.09232678286735077,0.20295026137268912,0.3148148148148148,54,0.9946297690195972,9971.551369177025,0.30865427637442866,-0.3114991394567262,False
Supertrend_ATR,single_pair,BTC/USDT,365d,365,-0.160434806927906,-0.41105903295454566,0.42014998838587725,0.308411214953271,107,0.8814264108013762,8395.65193072094,0.7637817175530736,-0.9242165244809796,False
Supertrend_ATR,single_pair,BTC/USDT,730d,730,-0.06595323011983019,0.04913095815031594,0.4201499883858798,0.3316582914572864,199,0.9749987339115589,9340.467698801698,3.142525508907564,-3.2084787390273943,False
TripleEMA,single_pair,BTC/USDT,30d,30,0.055758015616953344,3.581334820021354,0.038783256423860824,0.3333333333333333,3,3.743009890160314,10557.580156169533,-0.03172261238795142,0.08748062800490476,True
TripleEMA,single_pair,BTC/USDT,90d,90,-0.07272021021785222,-1.5036841505203502,0.14652240833567276,0.2,15,0.5664892452130862,9272.797897821478,-0.06572224413093859,-0.006997966086913623,False
TripleEMA,single_pair,BTC/USDT,180d,180,0.0017424960806671152,0.12790765529489614,0.18807540003232626,0.28125,32,1.0052962020339973,10017.424960806671,0.30865427637442866,-0.30691178029376154,False
TripleEMA,single_pair,BTC/USDT,365d,365,0.14818687135934888,0.5940893804128518,0.28548110432384566,0.3392857142857143,56,1.1838628446527333,11481.868713593489,0.7637817175530736,-0.6155948461937246,False
TripleEMA,single_pair,BTC/USDT,730d,730,0.9629611277034361,1.191576162425003,0.2854811043238453,0.34579439252336447,107,1.4199893672082706,19629.61127703436,3.142525508907564,-2.179564381204128,False
VWAP_MeanReversion,single_pair,BTC/USDT,30d,30,-0.128344350141201,-7.280534181151532,0.13402811025618433,0.0,2,0.0,8716.55649858799,-0.03172261238795142,-0.09662173775324957,False
VWAP_MeanReversion,single_pair,BTC/USDT,90d,90,-0.13443676340296698,-2.2366918446400113,0.16260269107232683,0.16666666666666666,6,0.10572363196596053,8655.63236597033,-0.06572224413093859,-0.06871451927202839,False
VWAP_MeanReversion,single_pair,BTC/USDT,180d,180,-0.017863633609478347,-0.047761814615365605,0.1626026910723194,0.5,14,0.9023262605617454,9821.363663905217,0.30865427637442866,-0.326517909983907,False
VWAP_MeanReversion,single_pair,BTC/USDT,365d,365,0.0009571430017051171,0.14739377597300365,0.19062138898866787,0.5185185185185185,27,1.003383756466099,10009.571430017051,0.7637817175530736,-0.7628245745513684,False
VWAP_MeanReversion,single_pair,BTC/USDT,730d,730,0.09195505529989804,0.2980171435790682,0.3097771897991448,0.5614035087719298,57,1.0916083218192008,10919.55055299898,3.142525508907564,-3.050570453607666,False
