timestamp,total_value,max_deviation,weights_before
2025-10-07,14476.717867596552,0.1159844379738047,"{'BTC/USDT': np.float64(0.22698449240063368), 'ETH/USDT': np.float64(0.24717391266731592), 'SOL/USDT': np.float64(0.15985715695824576), 'BNB/USDT': np.float64(0.3659844379738047)}"
