config_id,assets,weights,threshold,method,calendar_days,min_interval_hours,momentum_filter,test_outperformance,test_return,test_sharpe,test_drawdown,test_win_rate,test_consistency,train_outperformance,generalization_gap,splits_tested
6,BTC/USDT|ETH/USDT|BNB/USDT,0.3300|0.3300|0.3400,0.15,threshold,30,24,False,0.037720572457344836,0.024867366882160846,0.1802156436776591,-0.5386797105855473,0.3333333333333333,0.05334494514965409,-0.3742596409745991,-0.4119802134319439,3
5,BTC/USDT|ETH/USDT|BNB/USDT,0.3300|0.3300|0.3400,0.1,threshold,30,24,False,0.01331173831370521,0.0004585327385212186,0.15587260299705222,-0.5393803465537889,0.6666666666666666,0.015065057975398798,0.7497381728748259,0.7364264345611207,3
8,BTC/USDT|ETH/USDT|BNB/USDT,0.5000|0.3000|0.2000,0.15,threshold,30,24,False,0.011067462202514866,-0.059158988068730434,0.012102663715935527,-0.5342446679476023,0.3333333333333333,0.01565175514784813,-0.026425644968088708,-0.03749310717060357,3
7,BTC/USDT|ETH/USDT|BNB/USDT,0.5000|0.3000|0.2000,0.1,threshold,30,24,False,0.007632326492383508,-0.0625941237788618,0.006514086274868343,-0.533301860142701,0.3333333333333333,0.01079373963798823,0.32364026872735874,0.31600794223497525,3
4,BTC/USDT|ETH/USDT,0.6000|0.4000,0.15,threshold,30,24,False,-0.0014274038831939932,-0.10999446076112651,-0.09868077727058185,-0.5364377028120408,0.0,0.0020186539305969663,-0.042459672817192796,-0.041032268933998806,3
2,BTC/USDT|ETH/USDT,0.5000|0.5000,0.15,threshold,30,24,False,-0.001486879044993857,-0.07951911585154599,-0.018128872288581215,-0.544953498123919,0.0,0.002102764511038668,-0.04422882585124258,-0.04274194680624872,3
1,BTC/USDT|ETH/USDT,0.5000|0.5000,0.1,threshold,30,24,False,-0.002884631821367926,-0.08091686862792007,-0.0205164191478715,-0.5413452479563879,0.0,0.004079485444231524,-0.08238039104644528,-0.07949575922507734,3
3,BTC/USDT|ETH/USDT,0.6000|0.4000,0.1,threshold,30,24,False,-0.003118054649418204,-0.11168511152735072,-0.10251666801893837,-0.5328677546462761,0.0,0.004409595173427711,-0.0790851754045881,-0.0759671207551699,3
12,BTC/USDT|ETH/USDT|SOL/USDT|BNB/USDT,0.4000|0.3000|0.1500|0.1500,0.15,threshold,30,24,False,-0.23329595311167184,0.06833353991416173,0.48531033865309686,-0.46172565933765547,0.3333333333333333,0.36188914208766354,-0.5552524402298372,-0.3219564871181654,3
11,BTC/USDT|ETH/USDT|SOL/USDT|BNB/USDT,0.4000|0.3000|0.1500|0.1500,0.1,threshold,30,24,False,-0.2790015750792297,0.022627917946603904,0.36310161727784007,-0.470162223739022,0.0,0.39099781471149286,-0.8099201860515493,-0.5309186109723196,3
10,BTC/USDT|ETH/USDT|SOL/USDT|BNB/USDT,0.2500|0.2500|0.2500|0.2500,0.15,threshold,30,24,False,-0.37309384719893424,0.20708914910797346,0.8443681839908667,-0.41857744486211473,0.3333333333333333,0.5670994139441535,-1.4946282596807647,-1.1215344124818305,3
9,BTC/USDT|ETH/USDT|SOL/USDT|BNB/USDT,0.2500|0.2500|0.2500|0.2500,0.1,threshold,30,24,False,-0.4085641222209169,0.17161887408599075,0.7532328114612025,-0.41667863710200054,0.3333333333333333,0.6383619932403606,-1.5506775349934838,-1.142113412772567,3
