config_id,assets,weights,threshold,method,calendar_days,min_interval_hours,momentum_filter,test_outperformance,test_return,test_sharpe,test_drawdown,test_win_rate,test_consistency,train_outperformance,generalization_gap,splits_tested
9,BTC/USDT|ETH/USDT|SOL/USDT|BNB/USDT,0.2500|0.2500|0.2500|0.2500,0.1,threshold,30,24,False,0.2873337608087192,0.22740171700534306,0.7399588989241949,-0.3485894583306574,1.0,0.0,3.1811759669028374,2.893842206094118,1
10,BTC/USDT|ETH/USDT|SOL/USDT|BNB/USDT,0.2500|0.2500|0.2500|0.2500,0.15,threshold,30,24,False,0.20423358306873451,0.14430153926535838,0.5577055969740965,-0.39622453552508424,1.0,0.0,2.408100517300526,2.2038669342317916,1
6,BTC/USDT|ETH/USDT|BNB/USDT,0.3300|0.3300|0.3400,0.15,threshold,30,24,False,0.17517135443894485,0.5327876417776202,1.2380993955768893,-0.27685566567612047,1.0,0.0414785409137395,2.2706241454220715,2.0954527909831264,3
7,BTC/USDT|ETH/USDT|BNB/USDT,0.5000|0.3000|0.2000,0.1,threshold,30,24,False,0.11160256666554817,0.48562890046244855,1.1240478947821528,-0.32427114008246843,1.0,0.04031228722632412,1.6115683577463915,1.4999657910808433,3
5,BTC/USDT|ETH/USDT|BNB/USDT,0.3300|0.3300|0.3400,0.1,threshold,30,24,False,0.08190987796183376,0.43952616530050914,1.0844465513606012,-0.30014242881746117,1.0,0.022517851017143743,1.8719383590321275,1.7900284810702938,3
11,BTC/USDT|ETH/USDT|SOL/USDT|BNB/USDT,0.4000|0.3000|0.1500|0.1500,0.1,threshold,30,24,False,0.07790368674342407,0.02537274380026333,0.3103386479789847,-0.48502505896874804,1.0,0.0,0.7406807229982824,0.6627770362548583,1
1,BTC/USDT|ETH/USDT,0.5000|0.5000,0.1,threshold,30,24,False,0.0,0.36431083211760634,0.9074364294568807,-0.4217553240993232,0.0,0.0,-0.013735782023349833,-0.013735782023349833,3
4,BTC/USDT|ETH/USDT,0.6000|0.4000,0.15,threshold,30,24,False,0.0,0.3779643013139184,0.9148936679078151,-0.4221731096418424,0.0,0.0,0.0376928590690769,0.0376928590690769,3
8,BTC/USDT|ETH/USDT|BNB/USDT,0.5000|0.3000|0.2000,0.15,threshold,30,24,False,0.0,0.37402633379690037,0.9527681685334698,-0.3567622746753533,0.0,0.0,1.252389436682141,1.252389436682141,3
12,BTC/USDT|ETH/USDT|SOL/USDT|BNB/USDT,0.4000|0.3000|0.1500|0.1500,0.15,threshold,30,24,False,0.0,-0.05253094294316074,0.15707403276374585,-0.5116580667222798,0.0,0.0,1.4634272280010778,1.4634272280010778,1
3,BTC/USDT|ETH/USDT,0.6000|0.4000,0.1,threshold,30,24,False,0.0,0.3779643013139184,0.9148936679078151,-0.4221731096418424,0.0,0.0,-0.013186350742416586,-0.013186350742416586,3
2,BTC/USDT|ETH/USDT,0.5000|0.5000,0.15,threshold,30,24,False,0.0,0.36431083211760634,0.9074364294568807,-0.4217553240993232,0.0,0.0,0.03926339486362185,0.03926339486362185,3
