strategy,symbol,timeframe,horizon,window_id,dataset_type,start_date,end_date,total_return,sharpe_ratio,max_drawdown,win_rate,total_trades,profit_factor,final_capital,cached_at
BlackLitterman,PORTFOLIO,1h,30d,4,train,2025-02-22 13:00:00,2025-03-24 13:00:00,-0.0884713258161024,-0.01524487927541502,0.18676725269455385,0.0,1,0.0,9115.286741838976,2025-10-25T12:31:44.352099
BlackLitterman,PORTFOLIO,1h,30d,5,train,2025-03-24 13:00:00,2025-04-23 13:00:00,0.05606981295015721,0.01683684997960343,0.1466834414373258,1.0,1,0.0,10560.698129501572,2025-10-25T12:31:44.366636
BlackLitterman,PORTFOLIO,1h,30d,6,train,2025-04-23 13:00:00,2025-05-23 13:00:00,0.16800630779345793,0.05839773250883741,0.04024761547788047,1.0,1,0.0,11680.06307793458,2025-10-25T12:31:44.378216
BlackLitterman,PORTFOLIO,1h,30d,7,train,2025-05-23 13:00:00,2025-06-22 13:00:00,-0.07729676042130086,-0.03295702537077728,0.08403097974937035,0.0,1,0.0,9227.032395786991,2025-10-25T12:31:44.387846
BlackLitterman,PORTFOLIO,1h,30d,8,train,2025-06-22 13:00:00,2025-07-22 13:00:00,0.16110426052848142,0.06433126304053517,0.05253968642061213,1.0,1,0.0,11611.042605284814,2025-10-25T12:31:44.397206
BlackLitterman,PORTFOLIO,1h,30d,0,test,2025-07-26 07:00:00,2025-08-25 07:00:00,-0.04826749372144987,-0.020593452872475004,0.09487182844811182,0.0,1,0.0,9517.325062785501,2025-10-25T12:31:44.408061
BlackLitterman,PORTFOLIO,1h,30d,1,test,2025-08-25 07:00:00,2025-09-24 07:00:00,0.007695578846342323,0.005069813495555584,0.04985965918972457,1.0,1,0.0,10076.955788463423,2025-10-25T12:31:45.164286
BlackLitterman,PORTFOLIO,1h,90d,0,train,2024-10-25 13:00:00,2025-01-23 13:00:00,0.4730215741103111,0.03499608856124497,0.15668103856562388,1.0,1,0.0,14730.215741103111,2025-10-25T12:31:50.049494
BlackLitterman,PORTFOLIO,1h,90d,1,train,2025-01-23 13:00:00,2025-04-23 13:00:00,-0.0892561977248526,-0.0047686460420408965,0.28292420373396887,0.0,1,0.0,9107.438022751474,2025-10-25T12:31:51.394578
BlackLitterman,PORTFOLIO,1h,90d,2,train,2025-04-23 13:00:00,2025-07-22 13:00:00,0.25481616327092343,0.03197991366124746,0.11053787506985913,1.0,1,0.0,12548.161632709234,2025-10-25T12:31:55.247048
RiskParity,PORTFOLIO,1h,30d,0,train,2024-10-25 13:00:00,2024-11-24 13:00:00,0.3994865465447037,0.08870959659513446,0.0787975471140201,1.0,1,0.0,13994.865465447037,2025-10-25T12:31:55.256229
RiskParity,PORTFOLIO,1h,30d,1,train,2024-11-24 13:00:00,2024-12-24 13:00:00,-0.012448459132038443,-0.0002529921959278346,0.1370087134346315,0.0,1,0.0,9875.515408679616,2025-10-25T12:31:55.264546
RiskParity,PORTFOLIO,1h,30d,2,train,2024-12-24 13:00:00,2025-01-23 13:00:00,0.06202826668771067,0.018043202336307566,0.10720939819592668,1.0,1,0.0,10620.282666877107,2025-10-25T12:31:56.355777
RiskParity,PORTFOLIO,1h,30d,3,train,2025-01-23 13:00:00,2025-02-22 13:00:00,-0.05644576165466024,-0.01484962063748328,0.12222146451900928,0.0,1,0.0,9435.542383453398,2025-10-25T12:31:56.858937
RiskParity,PORTFOLIO,1h,30d,4,train,2025-02-22 13:00:00,2025-03-24 13:00:00,-0.0884713258161024,-0.01524487927541502,0.18676725269455385,0.0,1,0.0,9115.286741838976,2025-10-25T12:31:58.071032
RiskParity,PORTFOLIO,1h,30d,5,train,2025-03-24 13:00:00,2025-04-23 13:00:00,0.05606981295015721,0.01683684997960343,0.1466834414373258,1.0,1,0.0,10560.698129501572,2025-10-25T12:31:58.520524
RiskParity,PORTFOLIO,1h,30d,6,train,2025-04-23 13:00:00,2025-05-23 13:00:00,0.16800630779345793,0.05839773250883741,0.04024761547788047,1.0,1,0.0,11680.06307793458,2025-10-25T12:31:59.664256
RiskParity,PORTFOLIO,1h,30d,7,train,2025-05-23 13:00:00,2025-06-22 13:00:00,-0.07729676042130086,-0.03295702537077728,0.08403097974937035,0.0,1,0.0,9227.032395786991,2025-10-25T12:32:00.170609
RiskParity,PORTFOLIO,1h,30d,8,train,2025-06-22 13:00:00,2025-07-22 13:00:00,0.16110426052848142,0.06433126304053517,0.05253968642061213,1.0,1,0.0,11611.042605284814,2025-10-25T12:32:01.376149
RiskParity,PORTFOLIO,1h,30d,0,test,2025-07-26 07:00:00,2025-08-25 07:00:00,-0.04826749372144987,-0.020593452872475004,0.09487182844811182,0.0,1,0.0,9517.325062785501,2025-10-25T12:32:02.192515
RiskParity,PORTFOLIO,1h,30d,1,test,2025-08-25 07:00:00,2025-09-24 07:00:00,0.007695578846342323,0.005069813495555584,0.04985965918972457,1.0,1,0.0,10076.955788463423,2025-10-25T12:32:03.568161
RiskParity,PORTFOLIO,1h,90d,0,train,2024-10-25 13:00:00,2025-01-23 13:00:00,0.4730215741103111,0.03499608856124497,0.15668103856562388,1.0,1,0.0,14730.215741103111,2025-10-25T12:32:08.046095
RiskParity,PORTFOLIO,1h,90d,1,train,2025-01-23 13:00:00,2025-04-23 13:00:00,-0.0892561977248526,-0.0047686460420408965,0.28292420373396887,0.0,1,0.0,9107.438022751474,2025-10-25T12:32:08.777535
RiskParity,PORTFOLIO,1h,90d,2,train,2025-04-23 13:00:00,2025-07-22 13:00:00,0.25481616327092343,0.03197991366124746,0.11053787506985913,1.0,1,0.0,12548.161632709234,2025-10-25T12:32:14.182473
CopulaPairsTrading,PORTFOLIO,1h,30d,0,train,2024-10-25 13:00:00,2024-11-24 13:00:00,0.0,0.0,0.0,0.0,0,0.0,10000.0,2025-10-25T12:32:14.206009
CopulaPairsTrading,PORTFOLIO,1h,30d,1,train,2024-11-24 13:00:00,2024-12-24 13:00:00,0.0,0.0,0.0,0.0,0,0.0,10000.0,2025-10-25T12:32:14.231744
CopulaPairsTrading,PORTFOLIO,1h,30d,2,train,2024-12-24 13:00:00,2025-01-23 13:00:00,0.0,0.0,0.0,0.0,0,0.0,10000.0,2025-10-25T12:32:14.252591
CopulaPairsTrading,PORTFOLIO,1h,30d,3,train,2025-01-23 13:00:00,2025-02-22 13:00:00,0.019044267278589176,0.009550130384151633,0.09238077623163699,0.6666666666666666,3,1.4844431691627058,10190.442672785892,2025-10-25T12:32:14.284149
CopulaPairsTrading,PORTFOLIO,1h,30d,4,train,2025-02-22 13:00:00,2025-03-24 13:00:00,0.0,0.0,0.0,0.0,0,0.0,10000.0,2025-10-25T12:32:14.308536
CopulaPairsTrading,PORTFOLIO,1h,30d,5,train,2025-03-24 13:00:00,2025-04-23 13:00:00,0.0,0.0,0.0,0.0,0,0.0,10000.0,2025-10-25T12:32:14.338342
CopulaPairsTrading,PORTFOLIO,1h,30d,6,train,2025-04-23 13:00:00,2025-05-23 13:00:00,0.0,0.0,0.0,0.0,0,0.0,10000.0,2025-10-25T12:32:14.368033
CopulaPairsTrading,PORTFOLIO,1h,30d,7,train,2025-05-23 13:00:00,2025-06-22 13:00:00,0.0,0.0,0.0,0.0,0,0.0,10000.0,2025-10-25T12:32:16.167456
CopulaPairsTrading,PORTFOLIO,1h,30d,8,train,2025-06-22 13:00:00,2025-07-22 13:00:00,0.0,0.0,0.0,0.0,0,0.0,10000.0,2025-10-25T12:32:17.984009
CopulaPairsTrading,PORTFOLIO,1h,30d,0,test,2025-07-26 07:00:00,2025-08-25 07:00:00,0.0,0.0,0.0,0.0,0,0.0,10000.0,2025-10-25T12:32:18.010884
CopulaPairsTrading,PORTFOLIO,1h,30d,1,test,2025-08-25 07:00:00,2025-09-24 07:00:00,0.0,0.0,0.0,0.0,0,0.0,10000.0,2025-10-25T12:32:18.035036
CopulaPairsTrading,PORTFOLIO,1h,90d,0,train,2024-10-25 13:00:00,2025-01-23 13:00:00,0.0,0.0,0.0,0.0,0,0.0,10000.0,2025-10-25T12:32:24.848654
CopulaPairsTrading,PORTFOLIO,1h,90d,1,train,2025-01-23 13:00:00,2025-04-23 13:00:00,0.0,0.0,0.0,0.0,0,0.0,10000.0,2025-10-25T12:32:24.863342
CopulaPairsTrading,PORTFOLIO,1h,90d,2,train,2025-04-23 13:00:00,2025-07-22 13:00:00,0.0,0.0,0.0,0.0,0,0.0,10000.0,2025-10-25T12:32:25.866662
