strategy,symbol,timeframe,horizon,window_id,dataset_type,start_date,end_date,total_return,sharpe_ratio,max_drawdown,win_rate,total_trades,profit_factor,final_capital,cached_at
HierarchicalRiskParity,PORTFOLIO,1h,30d,10,test,2024-08-21 13:00:00,2024-09-20 13:00:00,0.04461352620315793,0.014762956863808628,0.1714055979949387,1.0,1,0.0,10446.13526203158,2025-10-25T12:42:19.339966
HierarchicalRiskParity,PORTFOLIO,1h,30d,11,test,2024-09-20 13:00:00,2024-10-20 13:00:00,0.08334636122319207,0.02909107812917379,0.09769450476451147,1.0,1,0.0,10833.46361223192,2025-10-25T12:42:19.897423
HierarchicalRiskParity,PORTFOLIO,1h,30d,12,test,2024-10-20 13:00:00,2024-11-19 13:00:00,0.31301100135147425,0.07346699862359278,0.0787911717903167,1.0,1,0.0,13130.110013514743,2025-10-25T12:42:23.435837
HierarchicalRiskParity,PORTFOLIO,1h,30d,13,test,2024-11-19 13:00:00,2024-12-19 13:00:00,0.11108498808145013,0.030726501659885455,0.08331456816639482,1.0,1,0.0,11110.849880814501,2025-10-25T12:42:26.711985
HierarchicalRiskParity,PORTFOLIO,1h,30d,14,test,2024-12-19 13:00:00,2025-01-18 13:00:00,0.02103091935023276,0.008252648690007119,0.10690127335617583,1.0,1,0.0,10210.309193502328,2025-10-25T12:42:27.244873
HierarchicalRiskParity,PORTFOLIO,1h,30d,15,test,2025-01-18 13:00:00,2025-02-17 13:00:00,-0.07371565377051738,-0.016043092765594822,0.13647265562219213,0.0,1,0.0,9262.843462294826,2025-10-25T12:42:27.709429
HierarchicalRiskParity,PORTFOLIO,1h,30d,16,test,2025-02-17 13:00:00,2025-03-19 13:00:00,-0.12263513158294699,-0.023036056080519736,0.20762614953815062,0.0,1,0.0,8773.64868417053,2025-10-25T12:42:31.209687
HierarchicalRiskParity,PORTFOLIO,1h,30d,17,test,2025-03-19 13:00:00,2025-04-18 13:00:00,0.003973673989385498,0.003686804662956422,0.14698409138759905,1.0,1,0.0,10039.736739893855,2025-10-25T12:42:34.460624
HierarchicalRiskParity,PORTFOLIO,1h,30d,18,test,2025-04-18 13:00:00,2025-05-18 13:00:00,0.224804337391849,0.08336153539321207,0.04042300243842456,1.0,1,0.0,12248.04337391849,2025-10-25T12:42:35.199768
HierarchicalRiskParity,PORTFOLIO,1h,30d,19,test,2025-05-18 13:00:00,2025-06-17 13:00:00,0.004094507790258831,0.003378926159193664,0.0963065823564152,1.0,1,0.0,10040.945077902588,2025-10-25T12:42:35.688791
HierarchicalRiskParity,PORTFOLIO,1h,30d,20,test,2025-06-17 13:00:00,2025-07-17 13:00:00,0.11502432430320696,0.04584340510591215,0.06365707790406439,1.0,1,0.0,11150.24324303207,2025-10-25T12:42:39.081835
HierarchicalRiskParity,PORTFOLIO,1h,30d,21,test,2025-07-17 13:00:00,2025-08-16 13:00:00,-0.006704018728452138,-0.0015957317099325084,0.06592195919953625,0.0,1,0.0,9932.959812715479,2025-10-25T12:42:41.883315
HierarchicalRiskParity,PORTFOLIO,1h,30d,22,test,2025-08-16 13:00:00,2025-09-15 13:00:00,-0.025289788037303515,-0.009049142474394629,0.08842887602265392,0.0,1,0.0,9747.102119626965,2025-10-25T12:42:42.966768
HierarchicalRiskParity,PORTFOLIO,1h,90d,0,train,2022-10-26 13:00:00,2023-01-24 13:00:00,0.10506364683680895,0.011815506799255469,0.2572399646482465,1.0,1,0.0,11050.63646836809,2025-10-25T12:43:03.055002
HierarchicalRiskParity,PORTFOLIO,1h,90d,1,train,2023-01-24 13:00:00,2023-04-24 13:00:00,0.1962729247163368,0.01844423331193534,0.20743918286058394,1.0,1,0.0,11962.729247163368,2025-10-25T12:43:06.640827
HierarchicalRiskParity,PORTFOLIO,1h,90d,2,train,2023-04-24 13:00:00,2023-07-23 13:00:00,0.07632291277463919,0.010388540033543088,0.16046126583461773,1.0,1,0.0,10763.229127746392,2025-10-25T12:43:08.998261
HierarchicalRiskParity,PORTFOLIO,1h,90d,3,train,2023-07-23 13:00:00,2023-10-21 13:00:00,-0.005005848773479738,0.0009810292218605163,0.16426098737086037,0.0,1,0.0,9949.941512265203,2025-10-25T12:43:11.011997
HierarchicalRiskParity,PORTFOLIO,1h,90d,0,test,2023-10-26 13:00:00,2024-01-24 13:00:00,0.15980554962391325,0.017273985617192174,0.1946190812298615,1.0,1,0.0,11598.055496239132,2025-10-25T12:43:29.250583
HierarchicalRiskParity,PORTFOLIO,1h,90d,1,test,2024-01-24 13:00:00,2024-04-23 13:00:00,0.627825817993087,0.04129764491311064,0.1768171301064888,1.0,1,0.0,16278.25817993087,2025-10-25T12:43:32.719217
HierarchicalRiskParity,PORTFOLIO,1h,90d,2,test,2024-04-23 13:00:00,2024-07-22 13:00:00,0.006973030098954404,0.0029905550006869355,0.23613745471361192,1.0,1,0.0,10069.730300989544,2025-10-25T12:43:34.867077
HierarchicalRiskParity,PORTFOLIO,1h,90d,3,test,2024-07-22 13:00:00,2024-10-20 13:00:00,0.017716285033036003,0.004204555109412363,0.27265379045139115,1.0,1,0.0,10177.16285033036,2025-10-25T12:43:37.037240
HierarchicalRiskParity,PORTFOLIO,1h,90d,4,test,2024-10-20 13:00:00,2025-01-18 13:00:00,0.4962570630771768,0.03821722423158768,0.15667233808085101,1.0,1,0.0,14962.570630771768,2025-10-25T12:43:55.327148
HierarchicalRiskParity,PORTFOLIO,1h,90d,5,test,2025-01-18 13:00:00,2025-04-18 13:00:00,-0.18134111804523673,-0.012609891549822538,0.29440915299725023,0.0,1,0.0,8186.588819547633,2025-10-25T12:43:58.961773
HierarchicalRiskParity,PORTFOLIO,1h,90d,6,test,2025-04-18 13:00:00,2025-07-17 13:00:00,0.37669653319972624,0.043523188821085385,0.11096141558574557,1.0,1,0.0,13766.965331997262,2025-10-25T12:44:02.416676
HierarchicalRiskParity,PORTFOLIO,1h,180d,0,train,2022-10-26 13:00:00,2023-04-24 13:00:00,0.32495324553188565,0.015301443023114803,0.2572399646482465,1.0,1,0.0,13249.532455318857,2025-10-25T12:44:36.580994
HierarchicalRiskParity,PORTFOLIO,1h,180d,1,train,2023-04-24 13:00:00,2023-10-21 13:00:00,0.07244677736961858,0.006201536569433576,0.19918124084286182,1.0,1,0.0,10724.467773696186,2025-10-25T12:44:56.014921
HierarchicalRiskParity,PORTFOLIO,1h,180d,0,test,2023-10-26 13:00:00,2024-04-23 13:00:00,0.8960077310129112,0.030657822280866706,0.1946190812298615,1.0,1,0.0,18960.077310129112,2025-10-25T12:44:56.172756
HierarchicalRiskParity,PORTFOLIO,1h,180d,1,test,2024-04-23 13:00:00,2024-10-20 13:00:00,0.02628206966495436,0.003703156145624559,0.2911478897067741,1.0,1,0.0,10262.820696649544,2025-10-25T12:44:58.225359
HierarchicalRiskParity,PORTFOLIO,1h,180d,2,test,2024-10-20 13:00:00,2025-04-18 13:00:00,0.2219435899673017,0.011019670401882719,0.29938850543138484,1.0,1,0.0,12219.435899673017,2025-10-25T12:45:36.050776
BlackLitterman,PORTFOLIO,1h,30d,0,train,2022-10-26 13:00:00,2022-11-25 13:00:00,-0.18886893918794703,-0.03921631980090235,0.2572399646482465,0.0,1,0.0,8111.31060812053,2025-10-25T12:45:36.080260
BlackLitterman,PORTFOLIO,1h,30d,1,train,2022-11-25 13:00:00,2022-12-25 13:00:00,0.01699447461205382,0.00925986364858802,0.094150539773034,1.0,1,0.0,10169.944746120538,2025-10-25T12:45:36.109700
BlackLitterman,PORTFOLIO,1h,30d,2,train,2022-12-25 13:00:00,2023-01-24 13:00:00,0.33985262279557027,0.09741707650026438,0.03357419868370359,1.0,1,0.0,13398.526227955703,2025-10-25T12:45:36.133772
BlackLitterman,PORTFOLIO,1h,30d,3,train,2023-01-24 13:00:00,2023-02-23 13:00:00,0.0463085537240624,0.015613271763381243,0.10756016875534458,1.0,1,0.0,10463.085537240624,2025-10-25T12:45:36.156849
BlackLitterman,PORTFOLIO,1h,30d,4,train,2023-02-23 13:00:00,2023-03-25 13:00:00,0.13909306004224217,0.031068432334218656,0.1736621699589831,1.0,1,0.0,11390.930600422422,2025-10-25T12:45:36.174472
BlackLitterman,PORTFOLIO,1h,30d,5,train,2023-03-25 13:00:00,2023-04-24 13:00:00,0.0005480045645486826,0.0022609338036706874,0.11597502758862888,1.0,1,0.0,10005.480045645487,2025-10-25T12:45:36.192747
BlackLitterman,PORTFOLIO,1h,30d,6,train,2023-04-24 13:00:00,2023-05-24 13:00:00,-0.04199055761868512,-0.0098927307319473,0.11739653946405915,0.0,1,0.0,9580.094423813149,2025-10-25T12:45:36.211739
BlackLitterman,PORTFOLIO,1h,30d,7,train,2023-05-24 13:00:00,2023-06-23 13:00:00,0.12897247337674309,0.04496410892459252,0.1104908259073537,1.0,1,0.0,11289.72473376743,2025-10-25T12:45:36.234265
BlackLitterman,PORTFOLIO,1h,30d,8,train,2023-06-23 13:00:00,2023-07-23 13:00:00,-0.007398417730579422,-0.0013839436142224788,0.057791125175045144,0.0,1,0.0,9926.015822694206,2025-10-25T12:45:36.259944
BlackLitterman,PORTFOLIO,1h,30d,9,train,2023-07-23 13:00:00,2023-08-22 13:00:00,-0.12486345180169338,-0.05859537771818212,0.1386314529950453,0.0,1,0.0,8751.365481983066,2025-10-25T12:45:36.269885
BlackLitterman,PORTFOLIO,1h,30d,10,train,2023-08-22 13:00:00,2023-09-21 13:00:00,0.013934384049861364,0.006938785958222875,0.10143985753391338,1.0,1,0.0,10139.343840498614,2025-10-25T12:45:36.278956
BlackLitterman,PORTFOLIO,1h,30d,11,train,2023-09-21 13:00:00,2023-10-21 13:00:00,0.11905658810276364,0.0505451975848964,0.0638596117733452,1.0,1,0.0,11190.565881027636,2025-10-25T12:45:36.289094
BlackLitterman,PORTFOLIO,1h,30d,0,test,2023-10-26 13:00:00,2023-11-25 13:00:00,0.09694846803251894,0.034049445671059365,0.06618718537097301,1.0,1,0.0,10969.48468032519,2025-10-25T12:45:36.297157
BlackLitterman,PORTFOLIO,1h,30d,1,test,2023-11-25 13:00:00,2023-12-25 13:00:00,0.1480996252943778,0.04934963470155276,0.08221651588076895,1.0,1,0.0,11480.996252943778,2025-10-25T12:45:36.304611
BlackLitterman,PORTFOLIO,1h,30d,2,test,2023-12-25 13:00:00,2024-01-24 13:00:00,-0.08139022434051986,-0.01890465811790876,0.1927054295805376,0.0,1,0.0,9186.097756594801,2025-10-25T12:45:36.312524
BlackLitterman,PORTFOLIO,1h,30d,3,test,2024-01-24 13:00:00,2024-02-23 13:00:00,0.2612735856938878,0.08000348756579635,0.037786977586720005,1.0,1,0.0,12612.735856938878,2025-10-25T12:45:36.321062
