timestamp,total_value,BTC/USDT_value,ETH/USDT_value,SOL/USDT_value,BNB/USDT_value,BTC/USDT_weight,ETH/USDT_weight,SOL/USDT_weight,BNB/USDT_weight
2024-12-29 01:00:00,14035.52149761254,6045.0101859925435,4142.6212556556,1984.1667811512566,1863.7232748131412,0.4306936644299827,0.29515264226984833,0.14136751395299177,0.1327861793471773
2024-12-29 02:00:00,14079.114558642965,6063.92759828045,4154.379999100826,1996.1189723863163,1864.6879888753695,0.43070376144910993,0.29507395381980983,0.14177872934210395,0.13244355538897612
2024-12-29 03:00:00,14085.713418239242,6065.068314736416,4148.028561035521,2006.9377661766723,1865.678776290631,0.43058296975451094,0.29448480441639124,0.1424803775702222,0.13245184825887554
2024-12-29 04:00:00,14081.802098337668,6062.136227354349,4155.140209834512,2003.3315015798871,1861.194159568921,0.43049434902014233,0.2950716237039731,0.1422638585310311,0.13217016874485343
2024-12-29 05:00:00,14087.58348595969,6061.658273532017,4153.901802026411,2012.8108256628655,1859.2125847383977,0.430283751615267,0.29486262183761847,0.1428783600586234,0.13197526648849117
2024-12-29 06:00:00,14112.715899032122,6065.660977476108,4165.68506839853,2022.4962220085172,1858.873631148966,0.42980111134328886,0.29517245994332114,0.14331020595031066,0.13171622276307932
2024-12-29 07:00:00,14136.940499051261,6071.4180905840385,4178.228545504335,2019.9203187250992,1867.3735442377892,0.4294718571526488,0.29555394576250343,0.14288242345369262,0.13209177363115518
2024-12-29 08:00:00,14106.615323480244,6061.941222194838,4164.48344498077,2012.295645006182,1867.8950112984533,0.4297232952900353,0.2952149292714498,0.1426490762569209,0.13241269918159396
2024-12-29 09:00:00,14130.517530522444,6066.221139355882,4176.095050864637,2028.884462151394,1859.3168781505303,0.4292992897289585,0.2955373037005981,0.14358175189046885,0.1315816546799745
2024-12-29 10:00:00,14126.702244491125,6064.777081540675,4174.415230372462,2027.8541008380269,1859.655831739962,0.42931301138634154,0.2954982102776552,0.14354759276028575,0.13164118557571755
2024-12-29 11:00:00,14096.877761882924,6056.157343672856,4166.886691816291,2020.4354993817828,1853.398227011994,0.42960983601974095,0.29558933277291316,0.14332503505456465,0.1314757961527812
2024-12-29 12:00:00,14080.857635043329,6048.211839330406,4158.8431717953645,2020.8476439071296,1852.9549800104294,0.42953433633744675,0.2953543938577408,0.14351736920326524,0.13159390060154724
2024-12-29 13:00:00,14096.544873609506,6049.506138281282,4168.149622551284,2022.8053304025275,1856.0837823744137,0.42914814889191133,0.29568590459032135,0.14349653397617113,0.13166941254159625
2024-12-29 14:00:00,14012.585499832294,6030.099301279308,4132.260319043279,1997.8705866190408,1852.355292890666,0.43033452330060556,0.29489635007706,0.1425768703886197,0.13219225623371472
2024-12-29 15:00:00,14023.169474901031,6022.92680758551,4136.797060518496,2010.6470669047942,1852.7985398922303,0.4294982541832268,0.2949972948642334,0.14338035852048236,0.13212409243205744
2024-12-29 16:00:00,13923.627955391894,5983.982492870124,4115.413068267741,1987.051792828685,1837.1806014253436,0.4297717887925065,0.2955704563101355,0.14271077905806895,0.13194697583928905
2024-12-29 17:00:00,13928.133288155957,5986.8502158041165,4121.175956087613,1991.7914548701742,1828.3156613940555,0.4298386648047907,0.2958886069529597,0.14300491054059128,0.13126781770165835
2024-12-29 18:00:00,13909.965623596057,5968.177515873245,4122.193657553675,1991.0702019508171,1828.524248218321,0.4290576754373264,0.29634822752983836,0.1431398362748849,0.1314542607579503
2024-12-29 19:00:00,13902.18047256864,5965.685146007724,4123.039698531486,1985.609286989971,1827.846341039458,0.42911866651271235,0.2965750377551883,0.1428271839016847,0.13147911183041458
