strategy_name,strategy_type,symbol,symbols,num_assets,horizon,horizon_days,total_return,sharpe_ratio,max_drawdown,win_rate,total_trades,profit_factor,final_capital,buyhold_return,outperformance,beat_buyhold
RiskParity,multi_pair,Portfolio[2 assets],"BTC/USDT, ETH/USDT",2,90d,90,0.265574574849003,1.6506350589293604,0.16731488931884786,0.5136138613861386,0,0.0,12655.74574849003,-0.06572224413093859,0.33129681897994157,True
RiskParity,multi_pair,Portfolio[3 assets],"BTC/USDT, ETH/USDT, BNB/USDT",3,90d,90,0.38718080997354976,2.3030140635382788,0.16340278850249523,0.525680693069307,0,0.0,13871.808099735497,-0.06572224413093859,0.45290305410448833,True
RiskParity,multi_pair,Portfolio[4 assets],"BTC/USDT, ETH/USDT, SOL/USDT, BNB/USDT",4,90d,90,0.33677959837503313,1.8897639325263735,0.17764953506112402,0.5273122284295468,0,0.0,13367.795983750331,-0.06572224413093859,0.4025018425059717,True
RiskParity,multi_pair,Portfolio[4 assets],"BTC/USDT, ETH/USDT, ADA/USDT, XRP/USDT",4,90d,90,0.17019643957386196,1.056902043321561,0.23755896410198754,0.5169517884914463,0,0.0,11701.96439573862,-0.06572224413093859,0.23591868370480057,True
RiskParity,multi_pair,Portfolio[2 assets],"BTC/USDT, ETH/USDT",2,180d,180,0.20412025490190736,0.730441475586697,0.45850696428490995,0.5139060568603214,0,0.0,12041.202549019074,0.30865427637442866,-0.1045340214725213,False
RiskParity,multi_pair,Portfolio[3 assets],"BTC/USDT, ETH/USDT, BNB/USDT",3,180d,180,0.33601647727138934,1.0268318977671427,0.3983705327533352,0.5213226205191595,0,0.0,13360.164772713893,0.30865427637442866,0.027362200896960676,True
RiskParity,multi_pair,Portfolio[4 assets],"BTC/USDT, ETH/USDT, SOL/USDT, BNB/USDT",4,180d,180,0.23074477171005056,0.7771476586190691,0.47350896087131805,0.5191891055400805,0,0.0,12307.447717100506,0.30865427637442866,-0.0779095046643781,False
RiskParity,multi_pair,Portfolio[4 assets],"BTC/USDT, ETH/USDT, ADA/USDT, XRP/USDT",4,180d,180,-0.07004008778765092,0.21455627058056914,0.49486928955692133,0.5110766847405113,0,0.0,9299.59912212349,0.30865427637442866,-0.3786943641620796,False
RiskParity,multi_pair,Portfolio[2 assets],"BTC/USDT, ETH/USDT",2,365d,365,0.43017791186259474,0.7092765050286578,0.5013954925074,0.5131097560975609,0,0.0,14301.779118625947,0.7637817175530736,-0.3336038056904788,False
RiskParity,multi_pair,Portfolio[3 assets],"BTC/USDT, ETH/USDT, BNB/USDT",3,365d,365,0.5754454824694544,0.8436853237633174,0.4300715026773913,0.5191310975609756,0,0.0,15754.454824694543,0.7637817175530736,-0.18833623508361919,False
RiskParity,multi_pair,Portfolio[4 assets],"BTC/USDT, ETH/USDT, SOL/USDT, BNB/USDT",4,365d,365,0.49819515132445485,0.7550772747392916,0.47997337723423195,0.5180778032036614,0,0.0,14981.951513244549,0.7637817175530736,-0.2655865662286187,False
RiskParity,multi_pair,Portfolio[4 assets],"BTC/USDT, ETH/USDT, ADA/USDT, XRP/USDT",4,365d,365,1.0697510800492114,1.0501201047245197,0.4735108926823895,0.5142333816683202,0,0.0,20697.510800492113,0.7637817175530736,0.3059693624961378,True
RiskParity,multi_pair,Portfolio[2 assets],"BTC/USDT, ETH/USDT",2,730d,730,3.0521915903081958,1.1621311804912409,0.5047359696479377,0.5126370280146163,0,0.0,40521.91590308196,3.142525508907564,-0.09033391859936835,False
RiskParity,multi_pair,Portfolio[3 assets],"BTC/USDT, ETH/USDT, BNB/USDT",3,730d,730,3.180914683556409,1.206511681098151,0.4335063067492337,0.5181562119366626,0,0.0,41809.14683556409,3.142525508907564,0.038389174648844726,True
RiskParity,multi_pair,Portfolio[4 assets],"BTC/USDT, ETH/USDT, SOL/USDT, BNB/USDT",4,730d,730,4.244068196657318,1.2428258164802473,0.4736237005712815,0.5172492574822938,0,0.0,52440.68196657318,3.142525508907564,1.1015426877497543,True
RiskParity,multi_pair,Portfolio[4 assets],"BTC/USDT, ETH/USDT, ADA/USDT, XRP/USDT",4,730d,730,3.6017247490842754,1.1324745528644569,0.47144266002470714,0.5159779089697201,0,0.0,46017.247490842754,3.142525508907564,0.4591992401767113,True
