timestamp,strategy,symbol,timeframe,sharpe,total_return,max_drawdown,win_rate
2025-10-17 20:34:16.708359+00:00,RSI_MeanReversion,BTC/USDT,1h,0.2018866633340199,0.0431281609958143,0.2976053183232269,0.5833333333333334
2025-10-17 20:34:18.008347+00:00,SMA_Crossover,BTC/USDT,1h,1.1328853134363133,1.5425820492404527,0.3185078619009939,0.3295454545454545
2025-10-17 20:34:20.736836+00:00,MACD_Momentum,BTC/USDT,1h,-1.8505094705781688,-0.8562781435617725,0.857987535040829,0.3015075376884422
2025-10-17 20:34:22.694306+00:00,BollingerBreakout,BTC/USDT,1h,0.2147589147013243,0.0566170169518423,0.3341239918905444,0.3157894736842105
2025-10-17 20:34:27.243091+00:00,TripleEMA,BTC/USDT,1h,1.073742940963346,1.3826368427222198,0.2910492032137501,0.325
2025-10-17 20:34:28.014621+00:00,Supertrend_ATR,BTC/USDT,1h,0.3102677899488955,0.1552250581885404,0.4201499883858861,0.3206896551724137
2025-10-17 20:34:34.511878+00:00,VWAP_MeanReversion,BTC/USDT,1h,-0.0029285831172029,-0.1366899300057045,0.3097771897991433,0.5529411764705883
2025-10-17 20:34:35.167001+00:00,MultiTimeframeConfluence,BTC/USDT,1h,1.3625047224272755,3.2677978870446847,0.317437496275859,1.0
2025-10-17 20:34:36.432768+00:00,Ichimoku_Cloud,BTC/USDT,1h,1.46980510117834,4.477022187297288,0.3186834343378778,1.0
2025-10-17 20:34:39.885616+00:00,PortfolioRebalancer,Portfolio[2 assets],1h,1.23162357105663,3.520415314942176,0.4874395795727083,0.5126750913520097
2025-10-17 20:34:48.420279+00:00,PortfolioRebalancer,Portfolio[3 assets],1h,1.274070631397657,3.619987664918269,0.4208534591766649,0.5180800852618758
2025-10-17 20:34:50.110787+00:00,PortfolioRebalancer,Portfolio[4 assets],1h,1.315101152056654,4.941028807108427,0.4660681670372014,0.5177061914553347
2025-10-17 20:34:52.491340+00:00,PortfolioRebalancer,Portfolio[4 assets],1h,1.1624275243614022,3.824215526079767,0.4775440173994082,0.5162826128356504
2025-10-17 20:35:47.108320+00:00,HierarchicalRiskParity,Portfolio[2 assets],1h,0.5488316116574065,0.9300191984165476,0.7771911430263984,0.5094670050761422
2025-10-17 20:36:22.843693+00:00,HierarchicalRiskParity,Portfolio[3 assets],1h,0.5909393773074058,1.1773618320628747,0.7545655029196771,0.5150761421319797
2025-10-17 20:36:46.603168+00:00,BlackLitterman,Portfolio[2 assets],1h,0.5488316116574065,0.9300191984165476,0.7771911430263984,0.5094670050761422
2025-10-17 20:36:49.191933+00:00,HierarchicalRiskParity,Portfolio[4 assets],1h,0.7647732076483026,2.691470004373364,0.8174614186648225,0.5141406448337141
2025-10-17 20:36:51.031660+00:00,HierarchicalRiskParity,Portfolio[4 assets],1h,0.5203036874131755,0.6641075552768103,0.7837556672460556,0.5150953457075388
2025-10-17 20:37:46.519419+00:00,BlackLitterman,Portfolio[3 assets],1h,0.5909393773074058,1.1773618320628747,0.7545655029196771,0.5150761421319797
2025-10-17 20:38:22.440548+00:00,RiskParity,Portfolio[2 assets],1h,0.5259303874195419,0.8068668142938197,0.7781736601952793,0.5095431472081219
2025-10-17 20:38:40.475941+00:00,BlackLitterman,Portfolio[4 assets],1h,0.7647732076483026,2.691470004373364,0.8174614186648225,0.5141406448337141
2025-10-17 20:38:44.661804+00:00,BlackLitterman,Portfolio[4 assets],1h,0.5203036874131755,0.6641075552768103,0.7837556672460556,0.5150953457075388
2025-10-17 20:39:39.969892+00:00,CopulaPairsTrading,Portfolio[2 assets],1h,-7.703222996400322,-0.9958727932707933,0.9959987076576476,0.2056598984771573
2025-10-17 20:39:56.692608+00:00,RiskParity,Portfolio[3 assets],1h,0.5593423749102953,0.9900796984545732,0.7536116406169036,0.5148477157360406
2025-10-17 20:40:34.834257+00:00,CopulaPairsTrading,Portfolio[3 assets],1h,-7.703222996400322,-0.9958727932707933,0.9959987076576476,0.2056598984771573
2025-10-17 20:40:52.794820+00:00,CopulaPairsTrading,Portfolio[4 assets],1h,-7.704207348740007,-0.9958727932707933,0.9959987076576476,0.2057121096725057
2025-10-17 20:41:06.334466+00:00,RiskParity,Portfolio[4 assets],1h,0.7334902266647794,2.3391163570106053,0.8247984806870197,0.5134298045189134
2025-10-17 20:41:26.397172+00:00,RiskParity,Portfolio[4 assets],1h,0.5049844326239321,0.584115511572144,0.783587279669618,0.5149429957088084
2025-10-17 20:41:38.996295+00:00,CopulaPairsTrading,Portfolio[4 assets],1h,-7.726729182687912,-0.9959267233715086,0.99600270894999,0.2056217149531523
2025-10-17 20:42:09.905272+00:00,DeepRLPortfolio,Portfolio[2 assets],1h,0.3220863408821702,0.0940849453132454,0.7740133380594263,0.5041878172588833
2025-10-17 20:42:41.844970+00:00,DeepRLPortfolio,Portfolio[3 assets],1h,0.1516461177726877,-0.2857084875124333,0.7630121180728163,0.5106091370558375
2025-10-17 20:43:20.274741+00:00,DeepRLPortfolio,Portfolio[4 assets],1h,0.3201907633534008,0.063843278666783,0.7633356267346024,0.5134298045189134
2025-10-17 20:43:31.717654+00:00,DeepRLPortfolio,Portfolio[4 assets],1h,0.1791757803305548,-0.2864635784715804,0.8089148267339592,0.5117182540690145
